loc,num_functions,avg_function_length,cyclomatic_complexity,max_nesting_depth,max_function_complexity,std_dev_function_complexity,lint_warning_count,comment_to_code_ratio,review_comment_count,test_coverage_percent,num_test_files_linked,code_churn_recent,num_contributors,file_age_days,fan_in,bug_count_total,bug_density,bugs_last_30_days,bug_trend,test_fail_count_related,days_since_last_change,code_quality_score,bug_risk_score,bug_risk_class
1515,51,5.0,11,5,9,4.753189155588339,118,0.2068188079942662,22,74.90416540954499,3,115,11,2048,26,20,0.8500560453128809,0,-1,1,246,66.03059835571912,35.74391493471288,1
689,56,39.25870681456734,18,1,10,3.343017773103396,155,0.3073743524527161,7,73.24284013791342,6,217,8,3190,34,76,1.4314243621428382,1,-1,1,88,61.865224042688695,64.33317678162213,3
460,64,13.426167785939931,17,3,18,3.8346913873219837,168,0.22721631040430024,77,79.21990099204629,6,11,1,2441,21,86,2.0926111931348754,9,0,9,161,71.07710893516537,72.66216652928551,4
2684,1,36.451655262681825,6,4,49,0.35968627457471225,16,0.22708740109198408,69,76.16622776959518,7,426,2,2818,13,10,0.7403021079469753,9,0,26,245,61.72759443304267,65.60085752750496,3
2079,27,50.132967582497635,5,4,4,3.9452179399729284,197,0.2438362612728034,99,39.382750984238584,10,366,2,2711,36,13,0.8445416041130853,4,-1,0,355,43.602125533740335,18.500827147472794,0
1366,21,50.50119404860996,8,8,18,2.0705830246251344,185,0.18445920866530552,80,58.08567622898993,4,51,5,3144,5,3,1.12788095403226,5,-1,1,320,53.59351999618966,17.24562651071713,0
1233,28,26.963807143639862,14,2,13,2.5598824747917956,11,0.29316606343760615,52,65.38940921666345,1,39,10,2814,14,91,0.07491101767637787,13,1,18,200,79.72434461187316,89.9462450084605,5
1195,68,40.77472666551593,9,1,9,3.3135679453689924,120,0.23134984858013546,80,52.24764852310793,2,115,12,3554,10,66,0.3348371632939465,2,-1,16,205,66.07016871910872,46.27554027734788,2
667,23,41.05634398365951,24,7,23,3.35036526735788,154,0.16218062873062514,1,42.781769818061704,3,214,9,2471,34,52,0.18551334006651454,0,-1,21,356,23.534035820247848,62.15200047283052,3
1902,28,30.110977855821297,21,7,15,5.162795799346079,149,0.39988038113970575,90,100.0,6,174,6,1936,1,92,0.9737842137383514,1,-1,6,184,73.90951829134244,48.474212931184944,2
2850,66,57.16746541157447,11,8,20,5.088649704084604,114,0.3229934497445667,52,88.186997425631,7,69,2,2400,30,76,1.0986032313577148,19,0,0,11,73.5750834700455,80.85416372940564,4
1459,42,55.21836439914107,2,5,36,3.2539650910852176,198,0.07967298728271135,71,34.0854433238647,10,74,9,2770,7,11,0.44643324293522657,10,-1,7,252,60.47752724270171,39.2208999453365,1
2371,27,41.321342290725504,27,4,49,4.150612742399723,148,0.25761940213666945,21,82.41755542900462,2,237,8,266,49,60,2.3056859386556914,12,-1,24,16,36.9355775504739,100.0,5
316,39,35.224651478113195,19,5,30,0.32599669702509226,85,0.12804790189547913,78,65.8850408121537,8,394,15,2611,25,60,0.0,20,1,9,3,40.982842909168696,100.0,5
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
528,47,19.960269917009995,5,5,32,1.5567998825980485,56,0.22707350187882985,83,92.49966377564522,7,415,2,2969,5,81,1.7014425608233235,16,0,2,271,68.99350986915553,74.26001996509977,4
1678,77,44.42443615395643,6,6,10,2.7218790608357724,34,0.1876405868033854,98,55.48764726539529,6,18,5,2207,17,16,1.664098156353847,2,-1,0,206,66.71744587065143,18.901346145052457,0
650,44,25.74324992503702,6,4,7,4.129090341788247,171,0.29507597387302226,49,40.3539987009589,9,463,5,3151,10,14,1.3434684651791249,8,-1,6,358,49.5810496193382,36.8266366517044,1
1718,70,45.588167230294445,5,1,46,2.61397320271563,79,0.3072511865133676,4,64.02026172731165,7,204,12,258,29,85,2.099595723279692,17,1,10,142,61.47157880741654,100.0,5
257,79,40.12902752357277,6,8,37,1.8078729275429168,38,0.2235705601580817,94,74.78318845780981,10,12,8,1983,5,0,0.25231335043935255,1,-1,7,245,66.83488881329032,15.828989988509697,0
2770,3,36.14241614920534,3,4,9,4.811516505273336,55,0.17854310879213153,3,76.59954451012868,1,247,11,3298,29,10,0.0,5,-1,11,253,72.84387841518279,38.19524949001711,1
951,24,27.79296711558095,23,1,32,4.599197648987895,71,0.14937942296285286,82,59.877111404569646,5,35,10,1978,35,74,2.1960506639610764,5,0,30,40,54.26020790729627,91.9311044164171,5
156,23,27.659491392705807,12,4,5,4.666037809361578,81,0.22666294462302414,66,100.0,0,465,14,1939,5,3,1.9059842850397049,6,1,25,94,67.30252505728069,75.42791575425359,4
1507,17,41.39778464577756,6,2,18,0.0,87,0.24006516580075024,91,48.197508476633246,4,53,12,1519,43,14,2.182930557799729,4,-1,7,365,65.45222987856584,39.30633864354415,1
589,34,17.956434684525938,13,4,3,2.6356028114184187,117,0.20725549668027057,82,100.0,2,136,10,1648,35,47,0.1779274646456206,14,1,18,23,70.98979880995552,79.67809205357483,4
134,38,5.0,24,6,20,3.27811129687474,67,0.26110571200492666,73,56.34406458611949,5,275,12,3337,50,51,0.5392974832380981,16,-1,16,333,54.072789991194156,71.5867751930516,4
2967,11,31.430004365538405,29,5,28,1.9176331369311435,57,0.064309434784488,6,89.2349052452279,5,423,1,1934,9,45,0.7007255639342627,14,0,29,345,54.44419501634988,87.7140200790181,5
2186,26,5.0,1,7,43,5.015612632316294,169,0.18160040639456176,36,50.96635807421074,6,368,11,1415,48,73,1.653306837632142,16,1,19,116,45.739385324007465,100.0,5
354,24,40.21380213251952,22,4,28,4.470845336101701,71,0.23266997669281106,95,53.76533030879082,1,158,6,2954,50,8,1.0282270414431962,2,0,1,308,50.42765283246497,34.99678235407102,1
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
676,68,15.80063557551125,29,2,35,2.5007432112884342,72,0.04471313241211186,44,42.05372104402619,4,470,9,3515,5,32,1.5365806639168487,0,1,23,112,44.640983656143305,76.91232157922371,4
2950,2,33.16379541498418,30,2,10,4.175149613642352,94,0.11102694161581046,65,65.274199561856,9,490,13,962,33,54,0.14663920870792724,16,0,2,177,48.24819098943763,84.46004881279944,4
1723,77,41.22379817722941,13,2,14,6.126136498247245,150,0.2965810170540369,99,35.260897325341645,1,251,10,3046,6,35,0.8935533407376097,12,-1,9,325,40.88133083523246,44.24312536790578,2
1298,63,26.767728428378167,29,8,4,5.273651568687642,164,0.0818283638608695,86,71.4133829618765,10,127,9,1876,1,11,0.5628723986918442,0,-1,4,244,49.907485198655685,19.811784648515243,0
2276,61,25.71479062260863,12,2,43,3.8262809820992785,108,0.33889309689702074,89,76.67783536819371,1,177,3,567,18,47,0.39946633581477053,1,-1,10,364,67.4370348134468,42.73525169304482,2
874,61,51.244091710689915,5,2,22,4.012901860536239,168,0.08327176306533415,31,45.458728901620276,3,36,2,111,50,31,0.0,1,-1,7,336,52.940016826917,37.7186325129811,1
480,63,11.319410189187838,18,4,47,0.16876527848065193,156,0.23431908774082727,78,46.010410915423144,9,47,11,2447,33,42,3.325773517791725,9,-1,10,344,47.78485901686935,64.10069108560441,3
1635,18,45.24182062665255,20,2,45,1.8214248643386322,85,0.15569413703069343,77,99.76591375444319,6,107,5,3404,21,59,0.5265548287569093,3,1,2,89,54.51971215394685,62.66987220607898,3
2165,55,39.882303605375085,16,7,28,4.147063500066606,29,0.009192112629203109,32,88.28144916769526,10,76,10,3103,7,84,0.9551349079792831,7,0,8,200,70.09708723981794,72.29797733202666,4
739,41,25.70565451899359,22,7,16,6.364549319452589,40,0.11272816604926417,78,83.70381135278754,3,207,11,2603,1,15,1.0847192287599523,6,-1,22,339,65.94598042470076,44.14306502469751,2
2852,65,5.102203087793395,29,2,37,0.9165776413567679,192,0.29384871226107373,40,75.6610444736752,3,399,1,2368,43,13,0.0,9,1,21,125,47.38100906564372,78.6411056877686,4
1557,61,5.0,13,7,23,0.7408133122269058,44,0.3228335459351781,73,43.72967731494461,0,50,14,3445,2,85,0.48094040574095764,7,0,24,130,63.1288456496996,78.55916593249714,4
1260,17,25.29461054441322,28,2,25,6.1298759441663595,31,0.16539122199092515,37,54.40926424013715,10,113,15,1127,41,68,0.9531177892874596,8,0,11,307,54.93199081051319,85.78708935211381,5
2085,69,55.090291531592555,27,6,7,1.1592543047708026,197,0.14041665463732517,32,54.25768116703497,6,102,3,3452,33,31,0.5804904150796018,4,-1,11,187,37.32859805205403,43.347188979022086,2
2585,13,5.0,5,5,45,2.421398896086883,170,0.2855591082741514,91,99.21461077647322,0,344,9,3304,11,3,0.8259699582101458,3,0,10,354,69.60771071277918,37.4882408452899,1
119,68,21.05225807714734,4,5,49,1.2283092789294545,28,0.19057476078840743,77,68.31485821486451,2,24,10,2682,3,6,1.773466424422595,5,-1,24,206,73.31735250759141,43.79753176115865,2
2614,56,48.41222833945575,2,4,26,5.989958860548815,196,0.18129882495741292,83,67.40200428827877,0,99,2,3196,16,9,0.8366207262329529,0,-1,4,262,60.39610050678078,15.821590921180237,0
1691,68,36.9502359938823,1,5,3,2.7173212861088425,94,0.17570451415003419,89,86.37555028426283,8,47,5,3268,18,10,1.0354454928234664,3,-1,12,324,87.7107063371301,18.28641045012262,0
1647,13,51.27602916634746,20,3,47,3.1734799776078075,140,0.33475225240000817,4,34.79648067093559,1,66,1,1168,16,80,2.169533686714963,18,0,21,348,50.02331790203266,100.0,5
444,21,51.769687010059215,3,6,6,3.4005483910473324,85,0.06920474301097104,52,93.98828040954068,3,384,3,1043,0,2,1.4930412831940694,4,-1,5,173,76.33394704601464,36.268157122225865,1
1067,16,9.804673366808043,12,4,15,1.4852710628118833,77,0.28064363946794146,80,76.19808459293765,1,64,6,3544,3,21,0.731911341747866,4,-1,5,105,72.13478964922044,26.4689093660582,1
1185,33,44.37648897012274,2,7,11,3.575189550016471,67,0.2575489036585833,55,57.53944108488478,0,25,11,1513,25,0,0.5977061962046981,7,-1,4,52,72.16976179297791,35.8857063624439,1
680,15,38.207646326073416,16,4,23,1.1816982561517437,63,0.188268781665932,89,63.63374610793946,6,147,9,3568,13,0,0.8802193884280225,10,0,0,238,58.69109722142882,37.742029126338764,1
1456,62,33.8913178950637,8,8,38,5.995291838079401,55,0.23719827210997121,25,54.64160151064635,3,433,3,2154,13,12,1.4435345868527352,18,1,1,180,64.40366009913451,78.02662597367447,4
1743,33,25.27233953599969,11,1,1,4.581456197475502,166,0.3175328872984815,86,64.95719332696038,9,130,9,189,41,3,0.5171785978475252,0,0,8,286,59.38385275077888,37.5803066708059,1
186,43,36.097076057743706,5,6,13,3.898655802903079,44,0.2580349902055812,69,57.500193154868995,6,106,8,2624,16,13,1.571626065945657,3,-1,22,281,66.82999111616039,35.84625392282267,1
1273,33,5.0,4,3,6,3.264741340936213,182,0.217291178532795,13,62.672614091983775,10,76,6,873,47,97,0.6450985413356816,12,0,13,155,60.4935494725151,92.26022088396219,5
1062,6,5.0,10,6,48,4.543142062327177,69,0.17265226364458996,67,80.7733036079042,10,287,13,1313,9,25,1.6428607325836069,18,-1,14,46,51.965221041902616,84.65345015187087,4
796,39,21.1562174383365,30,3,35,2.535905442536864,174,0.2804238511631621,37,78.84933061750283,3,433,5,1918,15,32,0.0,17,0,5,15,52.52223291810166,81.74500016032086,4
2525,4,31.3187499636374,13,5,8,0.9375096033422281,132,0.2994064962146601,65,100.0,5,45,1,3561,20,39,1.8995579782142502,9,-1,6,177,73.73087867855665,46.19582360713647,2
738,72,32.54670753124036,20,8,7,0.0,12,0.2098449170467803,16,72.18893415299526,4,324,1,992,49,91,1.7001608751031667,14,0,2,9,51.93409896565853,100.0,5
2346,67,30.762019108017594,9,3,28,4.619084699168186,170,0.26764943328163515,91,81.90473888729251,2,194,4,1790,1,10,2.289676843651468,16,-1,8,90,58.49850706246839,53.68422808193508,2
1925,5,22.415390047459486,30,2,45,2.691858185177595,193,0.24909944508350554,71,81.42413049762094,6,214,9,467,29,5,0.0,2,-1,7,262,40.08638468913798,39.54921250280607,1
985,25,19.249945651009973,16,5,31,5.43205413454532,22,0.15307654487143033,43,69.22606077430336,0,95,2,2100,24,46,1.3372605476015738,10,1,7,102,53.83315032730995,75.53130351746454,4
470,76,28.790357799099624,3,2,7,0.46914514447223654,105,0.22504853536025224,76,50.772092357219414,0,114,7,1229,29,28,1.774358891949777,6,0,19,207,71.43925892746358,53.58939926172228,2
691,37,44.20135171689704,14,4,42,2.4951640063432676,81,0.3298125957422826,9,65.68196893364532,1,420,15,307,44,22,0.8668186778720234,15,-1,7,125,51.692342311424106,87.18012702958255,5
2495,42,22.768033258534132,3,6,14,1.5048658922558629,99,0.16026413986050167,93,91.10476779376057,4,166,7,951,36,30,1.3883791326318675,0,-1,20,356,59.60182902224055,38.21250823500025,1
1216,36,14.826341556597058,13,3,1,2.0110936318667783,4,0.2543984531344772,45,78.29557747713612,1,343,5,569,0,3,0.6577256426184142,2,-1,10,110,79.77857471198938,38.514105434623666,1
2649,6,7.205177503820693,26,5,16,2.707247039292667,126,0.19602884891123434,86,56.19601157421798,2,468,15,345,9,14,0.6379904924009674,6,0,12,244,40.07421685245217,63.72292476761101,3
1906,48,18.322432070333033,8,6,17,1.664814213124314,198,0.1773331571474691,48,100.0,0,432,2,3094,6,4,1.491782619828938,9,-1,5,358,54.87685384561553,37.00988042802717,1
2512,1,56.62675294760156,29,5,22,2.1636089650900456,178,0.16170910374885544,98,60.301352076656926,3,139,2,2350,11,6,0.0,1,-1,1,262,46.44016906818866,15.691869824491686,0
790,66,33.96005440334524,22,1,17,1.3298098440714072,110,0.2619875070681492,89,35.935111787435176,9,103,15,2992,19,62,1.1273346461916485,15,1,18,93,46.54494291706244,91.03691245235385,5
909,40,10.726025917116697,18,7,3,0.0,123,0.24339037684131193,50,59.135681953389785,7,89,14,2587,27,42,0.6023498003429834,3,1,23,224,53.56507100981858,69.13734469840337,3
2079,27,50.132967582497635,5,4,4,3.9452179399729284,197,0.2438362612728034,99,39.382750984238584,10,366,2,2711,36,13,0.8445416041130853,4,-1,0,355,43.602125533740335,18.500827147472794,0
194,79,27.316107861225472,14,3,40,4.30079760736562,181,0.22619094485124147,97,94.71494999414695,9,341,9,2108,22,84,1.3131349228412807,16,1,28,43,54.94308990351768,100.0,5
2911,54,36.911762033326234,6,7,5,4.751089495504591,39,0.19134907530326817,32,58.99396903458742,4,76,15,353,4,70,0.8914035324058814,19,0,15,58,62.39389572600669,96.0756319887384,5
1748,15,9.090269987852572,6,4,50,5.915044709154666,68,0.2559070411082022,85,70.019706468993,8,284,10,581,18,33,0.40002848449559525,3,0,0,81,64.82790291841762,52.760662413618384,2
1765,14,34.642825678854,19,4,44,3.099736010332257,155,0.20104371579611247,91,76.0795870651597,3,209,2,1169,40,37,0.9157877379630587,0,-1,4,310,43.65134847106533,38.672285081709084,1
672,28,42.93365736596059,14,7,5,5.302483675023371,87,0.26148792483043237,97,27.668486299103222,4,105,1,828,0,17,0.0007176264297065194,7,-1,1,314,56.92984973952875,18.597511211532396,0
1557,29,22.747929398342183,8,1,10,1.563656089831604,45,0.32222906922730493,87,49.01789518502037,0,393,5,62,12,9,0.6221451863465612,5,-1,13,227,70.81146544122144,39.582897767128934,1
2885,74,35.87730890983818,29,6,32,1.3657651873472207,105,0.08057242981891682,84,51.51206453033825,9,401,14,985,32,31,0.21728227573288095,19,0,11,131,39.46206745763395,86.00572474524905,5
1058,71,32.8711759267099,17,2,27,1.0185770795191411,129,0.18421212886607982,46,52.54435136445683,2,94,7,743,33,8,0.017235148825446633,3,-1,7,242,47.11889053449012,38.42294180525987,1
203,57,24.214734879173832,5,7,1,4.378652927498433,11,0.05521056041131253,90,56.64104101626447,1,61,2,1412,33,1,0.41195747170837416,1,-1,4,247,75.33957740150973,13.503971342697966,0
2899,58,60.656684293622995,7,2,20,1.897078968168402,93,0.3699371709062713,48,76.27630104720187,3,299,2,3277,13,79,1.2237451816756009,10,1,18,89,67.21039111299235,87.48726426122656,5
1326,30,10.219100554487294,20,5,36,2.5917431975843703,88,0.04614547963010923,54,85.3161488777068,1,154,6,3650,13,14,1.7945723320653726,4,-1,9,356,61.3450167951352,39.61754463874978,1
879,8,12.639806350611398,6,7,48,4.220383964037649,62,0.2504913560858455,77,47.661958690838816,2,198,6,3413,8,52,1.1286374938728305,8,0,20,120,51.76309143582208,66.32231499790466,3
226,45,49.00500517276572,15,5,32,5.553095357523096,14,0.10303198297930621,69,56.135868553059304,8,66,10,635,14,11,0.7402075070504759,6,0,4,312,50.28065524953996,45.338801002319684,2
2420,62,24.680908569430837,29,8,17,0.04635021766108105,66,0.3069978819081164,51,46.05275116359759,3,70,15,1079,50,48,0.7718255360413556,4,1,21,212,44.923233626523086,86.99753053560413,5
2703,3,33.97255775582532,13,5,8,1.8625272150268275,157,0.11431029242539165,75,84.59841461471336,1,174,15,390,18,48,1.1851914532820156,14,1,18,228,53.270981287376785,87.5662135723642,5
1945,37,24.461849575064342,4,2,31,1.6367007175726396,164,0.1953889049655428,82,72.42177228293173,4,144,5,3365,14,6,1.7125146520110694,1,-1,30,329,71.79641454296404,38.2034563385833,1
327,70,15.730140511361524,1,8,45,2.912475856248479,18,0.20376052142259218,65,23.288731363397694,2,486,7,3260,39,100,1.822228563938805,17,0,3,315,54.55289767926281,92.52190124516729,5
1963,18,60.25435569635249,4,2,30,1.5014913849767453,61,0.2697667751691437,61,76.63863476066916,7,72,2,587,45,68,1.6140168391111525,4,1,30,151,71.90202821600694,87.10449195068291,5
1176,3,32.93676287116202,3,1,2,1.5062843680579363,37,0.13160938421609025,53,46.80997072917154,4,227,10,1993,13,39,0.3269787078170815,14,1,14,307,80.15004813514574,66.13430165528291,3
564,45,6.4007784752097265,3,3,44,0.0,176,0.17381169008471473,49,66.87097206273698,5,248,14,2599,42,78,0.8444982094054989,15,0,21,17,50.53881635146123,100.0,5
2767,42,5.0,7,4,14,2.0273412085232887,122,0.1756888727453779,95,80.97767951994976,1,417,2,1898,38,12,1.8042059647724413,8,-1,0,313,64.52726959652021,36.77205840725705,1
870,47,8.950435617742432,19,2,44,1.3257755961685647,98,0.20592596667657992,85,52.65657630127072,9,96,5,2703,37,78,0.007514354342658902,10,0,9,284,57.645931155301895,68.23883818994237,3
1567,48,25.77760419385181,22,6,29,3.823206707150427,184,0.04186050867445812,58,82.93577576542282,2,384,3,2545,29,28,0.23920887291574866,8,-1,14,81,50.32294420336895,59.25895141360947,3
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
1366,21,50.50119404860996,8,8,18,2.0705830246251344,185,0.18445920866530552,80,58.08567622898993,4,51,5,3144,5,3,1.12788095403226,5,-1,1,320,53.59351999618966,17.24562651071713,0
2839,8,28.850277278969553,28,2,28,3.5335754637881154,36,0.15288233295014042,94,23.606875031240627,7,111,13,2969,22,47,0.23181346867143082,12,-1,20,342,32.99335070437546,58.49645877245643,3
1086,58,25.092758958755283,29,3,20,3.708616492758525,197,0.10754646444449825,57,73.58891698517853,4,401,6,2520,11,33,1.0548414479545967,3,-1,17,161,37.99208881345683,61.54466535801572,3
203,57,24.214734879173832,5,7,1,4.378652927498433,11,0.05521056041131253,90,56.64104101626447,1,61,2,1412,33,1,0.41195747170837416,1,-1,4,247,75.33957740150973,13.503971342697966,0
1550,38,29.6937461476951,15,8,7,4.1647412504175385,73,0.07476655245941996,59,46.04491951046221,6,178,6,1561,3,21,0.0,8,1,13,170,66.48710669169037,55.578450964032335,3
1937,3,11.720040200363083,17,3,32,2.34463695372528,164,0.28972633331416164,98,29.44856880173255,10,187,3,1860,48,2,0.6300960415907448,9,-1,1,48,41.904386408879425,39.98314852040044,1
1894,6,24.574641909662486,24,7,31,7.162965374214294,139,0.11914667897115487,92,30.694469717911304,10,143,2,3039,16,7,0.30305068737059715,7,0,5,227,35.04250528974669,37.739368949910556,1
2546,31,33.7267427140203,9,5,20,3.549556259957247,157,0.1408784898237085,95,86.6468323893762,6,160,13,3304,4,1,0.8944262099782245,2,-1,1,228,64.09070942030043,19.922135669326664,0
2099,53,34.425879296973235,3,8,29,3.532497017882975,154,0.0,22,55.536412692230996,8,195,4,2762,8,10,1.2640523426758419,6,-1,5,119,44.669803162709755,39.28412135075178,1
1290,69,5.0,1,7,48,2.551688870080366,90,0.22951328321627232,81,37.493871656797154,3,82,11,334,0,13,1.517730172767296,0,-1,13,159,58.66758629494281,38.36649975546364,1
1796,17,47.150406093009444,23,6,48,5.147471818643279,67,0.2809570765680236,28,65.2745309845848,9,70,4,3102,33,10,0.8399896879665599,1,-1,15,167,56.04270142366946,47.82884492831916,2
2906,26,27.55826342694715,28,5,12,0.7481829166758596,63,0.05187526841448384,79,78.73243195350851,2,456,13,1423,32,53,0.6968538552117456,13,1,17,308,52.68654313196714,93.1451266331063,5
1486,48,58.642743245754744,15,1,28,1.4039342905673566,4,0.08694850077803035,80,69.620394067361,1,84,12,2026,11,40,1.401164768063419,0,-1,10,274,69.6820786388775,40.67902033211789,2
