loc,num_functions,avg_function_length,cyclomatic_complexity,max_nesting_depth,max_function_complexity,std_dev_function_complexity,lint_warning_count,comment_to_code_ratio,review_comment_count,test_coverage_percent,num_test_files_linked,code_churn_recent,num_contributors,file_age_days,fan_in,bug_count_total,bug_density,bugs_last_30_days,bug_trend,test_fail_count_related,days_since_last_change,code_quality_score,bug_risk_score,bug_risk_class
2011,70,35.98703075333221,30,7,34,4.403224905212795,163,0.160642214408222,73,59.46113123192432,10,282,3,3596,20,13,1.5031047881751793,6,0,8,316,28.749358035472163,38.42855422561645,2
2274,52,25.539269702627237,27,6,10,0.9965984072374048,197,0.22917335965843819,35,73.82053924404583,6,153,1,1804,0,14,0.6299648878598638,0,0,2,222,51.00491843435596,9.577672018126734,0
1568,42,23.202078990468966,29,6,9,2.9789908447521682,134,0.2929350804876993,1,84.00695480855121,6,27,8,1800,12,2,0.0919880093376878,19,0,5,159,58.35521968434985,55.780496025855584,3
2829,9,7.181061694918792,19,6,15,0.0,92,0.37022698715265007,40,69.28549758508223,1,363,2,3032,6,94,1.2035054362622937,1,-1,6,360,66.18461218954695,12.786830245673102,0
69,26,15.733474770229229,14,3,24,3.416196421506654,58,0.11881932764866403,77,47.82281326010811,5,197,6,2145,1,4,1.3280153382569597,12,-1,4,312,63.669191430220735,11.516442107174463,0
505,66,33.851756722707854,1,5,29,3.436746265507285,102,0.2198167339659985,37,98.55917162909294,0,268,5,1937,8,41,0.0,13,-1,13,357,69.22300548218243,20.0729504659395,1
803,35,34.65742021711075,21,7,20,0.3276237500456265,7,0.0,4,2.9936032156870596,3,17,13,3146,20,4,1.2703069802975708,15,1,28,306,37.440019462475554,42.338611439316864,2
309,58,13.352819369022537,29,5,9,3.276654046461423,132,0.22601406379967143,3,65.4199175821496,10,377,5,299,21,43,1.0202934406005424,3,-1,5,305,51.691872937235345,58.40500126769085,3
1126,28,36.457326426978014,15,2,41,0.0,29,0.10582324221895506,50,50.197610246683766,0,188,13,78,27,32,2.067950327564694,2,0,24,340,58.63242344376253,66.03457724432769,4
759,32,11.692347200237538,27,1,8,0.0,143,0.25020360909795647,93,78.48632319344061,3,10,4,3462,42,3,1.2606220278829527,2,0,15,203,61.647877047336536,14.647306599526999,0
2401,50,10.071580528485299,30,2,14,7.3381365240835486,100,0.26924265059521374,76,63.259170368725165,1,462,6,255,48,11,0.10027897533292651,3,-1,17,352,52.96391700259207,28.908188820745515,1
2532,18,26.076063220477877,1,5,13,3.2762023855346585,32,0.05356334710408614,36,60.86603630509903,2,155,6,1744,29,3,1.2836624700369623,4,0,3,156,63.77116635513835,20.666577624164816,1
1684,46,46.49989482880521,28,8,48,4.860289479989936,35,0.2942569553313703,62,80.55243693764709,10,244,6,2012,16,56,1.4677607969307382,6,0,3,4,57.68320840761041,53.97732669875407,3
2537,50,29.298137130043738,23,3,48,0.0,194,0.11021069245257117,58,74.9366844528008,8,150,15,1308,11,68,2.0917620940159742,8,0,18,17,43.97026671445312,63.546910631164934,4
1584,45,44.83427146828069,22,3,5,7.899371733598393,191,0.2686479719773964,3,71.15111961516271,3,245,11,1836,4,21,0.0,2,1,24,10,61.131780816169545,49.01935501523159,3
1952,24,5.0,4,1,42,3.292153630070094,55,0.043629864434545446,84,67.71713025298443,6,128,5,3603,8,17,0.4103538057020514,1,-1,30,8,65.45565913800752,10.008696924343539,0
1675,51,11.065134846425604,19,5,35,0.0,99,0.32370122702414766,82,22.261527337806456,5,85,3,3368,36,11,0.0,6,0,15,204,43.2242294375492,13.355992947243589,0
2962,64,15.358996789805344,18,3,11,5.84238090504339,132,0.23703802345376263,1,55.57933840395677,10,428,10,477,45,49,1.4811231353986458,20,1,8,199,55.19469607125918,85.42267129874381,5
1539,70,37.882081326306555,29,2,19,5.65135766034553,93,0.0,91,85.2812355012363,0,91,11,3077,23,53,0.0,5,0,8,117,56.536520703815036,40.81237386797413,2
1457,76,37.149825494719636,6,4,38,2.5993185299730017,152,0.05172597838252363,54,55.09227067052389,6,258,8,2927,39,7,0.22075399623341063,12,0,22,242,47.667694967965886,51.37794380687362,3
919,35,37.492934209440975,1,6,11,5.836656955540581,44,0.12115406564842778,48,34.56363519474259,0,179,2,1691,15,81,2.5145576509562897,4,0,14,235,62.63884462715366,37.737825777211235,2
2517,19,17.961369439461144,7,6,23,7.602429127249316,67,0.45022074135672696,22,52.9440511401322,0,263,15,1239,37,61,0.7903369756006663,14,1,1,9,61.60469041577976,67.11060610821181,4
2362,51,7.07536257699487,2,5,42,3.0113137324256396,109,0.15521804238529607,95,60.94523224669353,2,120,14,2924,28,77,2.7832808657703936,1,-1,3,348,49.492344966486286,26.80396447452795,1
990,40,5.0,20,7,14,5.637303954754124,196,0.27911883339149385,6,75.43505751689227,10,269,14,190,27,95,1.478738280796038,20,-1,29,338,48.130062066901125,86.38228092406715,5
607,25,31.68207053326599,24,8,8,4.727176412543529,110,0.1682346769157443,39,49.488426550696616,1,25,7,2744,37,72,2.513653203108441,17,-1,29,180,43.26857719556681,80.83156450946043,5
1482,43,5.0,13,2,2,6.38059315055286,139,0.2195736749776261,91,80.6946144422862,1,431,7,3618,3,25,1.2439865584845746,6,0,23,344,69.20914406233709,13.474371997858988,0
1951,32,11.703303086215222,9,2,13,5.676967079008644,88,0.13011283149197178,38,51.80774182814525,3,374,6,1989,39,67,0.9786614004541976,3,1,13,143,56.64331738611157,64.45215692614347,4
104,6,36.20252517573513,14,4,4,5.364185380857841,146,0.13405210265153977,79,85.9865996261339,4,26,4,2288,18,29,1.6058220261815257,2,-1,0,286,68.60500010961985,11.228115295224372,0
1685,43,33.048005071509635,27,3,24,2.1650386724544703,64,0.06753350660638419,9,78.3394560460614,3,368,9,1656,3,3,1.3436384173012645,0,1,8,304,59.456601089918024,28.59744181342799,1
1076,15,25.554944009610242,28,7,26,1.5464122717961961,49,0.0,36,90.05049053982769,3,319,10,2826,19,51,1.0233682936796662,2,1,30,330,43.883811472490926,80.32756001216353,5
1417,54,34.43734906685412,5,5,9,7.3197649263039155,72,0.3684480685144053,78,52.65219900964074,7,129,3,1683,46,11,1.072593764887954,8,-1,14,241,68.43888812293692,12.510079897299068,0
1599,71,31.310592458737077,26,3,18,3.3664709792671856,176,0.15646949519553402,87,38.026920300110426,7,267,13,2494,4,1,1.5809714111636937,0,-1,26,194,36.871745059130205,26.88107720007609,1
1338,44,46.65543579229698,5,8,45,1.8576648791918915,154,0.32991597024636177,10,65.41345370691343,7,363,5,2957,40,65,1.679941351058434,11,1,30,279,52.3188900340084,84.43001033620496,5
2586,58,52.135366106192095,23,3,37,5.781309541936524,105,0.11954629763046155,42,39.82318831453123,4,51,12,3484,0,72,1.2424162847451057,11,1,15,4,44.92251067955373,60.75701790925722,4
1340,24,28.941749852287803,10,6,47,5.0742441303165435,65,0.18692433212251597,66,50.90167638123259,6,303,8,1929,15,2,0.9821527761152415,9,0,1,348,49.8752482977354,24.672902429598153,1
1109,4,27.290994019126714,20,5,19,3.4529653529553053,122,0.0920678287533169,39,54.190206705956165,3,420,5,44,25,8,0.769035231922981,17,0,18,258,43.41743425984117,64.62195425264954,4
2119,23,34.22636230766568,17,5,31,4.488783001387184,59,0.036346110308120905,79,55.678479619554324,7,496,15,3319,25,33,1.1210745576941699,3,1,1,138,37.950504961505374,65.73276717696906,4
2458,69,15.777895675449503,25,7,19,4.339873822179659,78,0.06603752461382989,6,88.45673873698885,6,114,8,3082,28,90,0.6572937320762104,14,1,6,92,52.77094286309961,81.18921212123402,5
1851,74,22.15474019009031,27,2,7,5.059336574039131,125,0.14144062938653057,37,80.45133727947139,6,239,14,2204,16,84,1.6985969703580945,15,1,30,238,49.0370935047513,81.62603562693741,5
933,18,5.0,6,5,31,2.094566769236753,159,0.22319619761208254,2,91.48687997152749,10,4,5,3144,8,31,0.7627486706264672,20,-1,0,189,67.05442938989087,25.613522845145383,1
2659,46,18.760824222776918,1,5,2,2.0410016899615764,145,0.0908631297340625,42,75.8272869613643,0,225,13,1405,10,5,1.1190525497867958,5,0,2,345,62.890266161256925,6.660507663035855,0
908,50,6.7826677233440975,11,7,31,3.951059999879255,43,0.1208619006740968,89,73.93110969690879,8,307,3,1415,15,98,1.8573935363888454,15,-1,22,72,67.76997381733287,65.03052560299449,4
2894,77,23.153106655638148,14,5,36,4.440294958713471,92,0.20887451221982464,48,66.65653114530268,0,217,13,3299,1,15,2.4629191140392863,15,1,25,52,60.99355179251561,61.24683855488502,4
930,50,22.44528047513427,18,7,20,2.931438100481582,195,0.0,1,52.80296952270905,4,31,3,2808,35,55,2.0174687677125176,0,0,16,289,38.68977539419109,40.05016698112297,2
257,79,40.12902752357277,6,8,37,1.8078729275429168,38,0.2235705601580817,94,74.78318845780981,10,12,8,1983,5,0,0.25231335043935255,1,-1,7,245,66.83488881329032,12.864187885780497,0
427,74,58.48753769608389,23,8,2,5.125580256118555,132,0.12313294870428948,40,51.96941663585427,7,229,6,2290,42,22,1.1461423270999256,12,-1,5,305,36.32087180686456,42.376547688599466,2
1338,35,40.48005289685983,18,4,7,2.4370716228028284,168,0.20806553418229531,21,45.687311189607364,6,296,2,1622,17,2,0.5910150820075429,3,-1,14,73,52.7475164799955,27.478612452907498,1
1093,40,14.550393860835902,17,7,3,4.7359148151651524,180,0.16629261246389734,71,53.11519398691709,9,126,12,2883,18,53,0.883988179069303,17,-1,11,163,43.19164876652147,54.97016082744817,3
477,66,22.465779050654866,7,6,11,4.69974829854519,142,0.14508648830492,65,68.67934471152225,0,112,15,3515,20,69,1.0127079146925742,14,-1,26,357,58.780704699819125,59.24527568763945,3
900,31,31.419710553619794,21,3,39,3.546072328294447,43,0.020010819190872692,87,18.819556371495302,6,162,15,1255,8,90,0.0,15,-1,17,123,39.427461368921925,60.34724437098074,4
2088,47,39.31930266132104,2,6,39,3.4632601850047666,77,0.1944495547796758,14,63.052240532741756,1,156,8,2966,38,8,2.110222735438315,6,-1,9,61,58.64476957062787,44.274379654020734,2
905,47,33.07717030963541,19,6,37,4.091443990513954,165,0.12732711875230662,93,43.84626264142537,7,168,15,1332,42,85,0.10774404272754279,2,-1,29,73,35.93010576154666,68.5058077107709,4
2036,59,40.31507435324053,2,5,43,2.2623664963970573,103,0.2870862722675639,3,38.453282009066214,6,273,2,1103,44,12,1.8392154518544583,14,0,14,147,54.56743236059181,69.93122721338584,4
2260,20,26.682049881038953,13,6,49,4.36109103738624,29,0.051382535077396735,67,37.88743142656442,1,210,3,603,10,97,1.2001097722856016,18,-1,16,30,49.66751041789536,84.83650781858286,5
2741,61,36.78281833946524,16,2,16,4.606072139277408,40,0.025893618710559396,89,81.66252552719345,4,340,8,2105,4,35,2.126477835189494,2,-1,15,305,62.22588989185885,35.14784323137648,2
2386,11,42.90292252239207,9,3,5,3.122158125449073,77,0.11006791248529563,49,70.2485336626609,1,109,1,3306,4,7,1.7731212074062426,9,0,13,124,75.84731329589117,22.154158457462703,1
1527,50,51.22870373791042,15,5,12,5.93879795593573,156,0.16087402925424876,64,53.316514459171394,4,107,12,2657,33,36,0.0,13,1,18,10,50.79477147448303,36.84358783841002,2
1967,59,24.485474495649804,14,4,14,2.849343417717518,2,0.3648189397418993,71,68.4889481476221,7,97,7,2701,26,17,0.5410656894243813,13,-1,1,266,73.32882617655035,11.603924897310392,0
2829,9,7.181061694918792,19,6,15,0.0,92,0.37022698715265007,40,69.28549758508223,1,363,2,3032,6,94,1.2035054362622937,1,-1,6,360,66.18461218954695,12.786830245673102,0
2216,37,57.49376597570758,11,4,48,4.681392674487314,62,0.23216937309694644,5,68.51084220999516,10,305,6,549,44,53,1.6962312139026643,8,1,27,235,56.855208536718585,81.68980024472842,5
625,29,24.769187442892704,8,5,27,4.216129747343427,70,0.2961446039385729,33,78.55963181102182,8,83,8,3636,33,55,1.4925988894366287,2,-1,12,352,75.01404593183958,29.552987137963072,1
1348,47,26.72028050662305,16,8,5,2.2173814074772413,56,0.23213896383593724,37,77.50522164914264,8,311,14,1784,14,93,0.1539695824441245,1,-1,9,304,61.47340241884686,24.51548496671752,1
178,3,53.87290525018676,25,1,25,1.6756082563692294,61,0.2373394967061424,93,38.6126831485597,3,152,7,2862,16,3,0.5499902735674311,1,0,11,164,61.08571387936131,29.32987774283376,1
1360,43,41.41790113479563,27,7,22,5.557883024826178,92,0.01870946950754035,64,59.18367081874794,3,395,4,318,21,9,1.545848726771498,7,-1,4,302,49.461540505849214,26.767904520636996,1
1378,33,32.65154517338855,28,1,6,2.3564690489930182,8,0.1506820397946384,77,55.27060838664924,2,107,14,1950,29,12,0.1385503124515015,15,0,30,37,56.5596427300559,62.14231279231235,4
218,26,67.83177960521783,7,5,8,5.740416644485748,166,0.20699076382721615,54,35.41355320749382,8,1,15,3080,34,19,1.5990772194625484,10,-1,10,268,54.351024548064224,29.721875244921158,1
1570,15,29.36178060858735,13,2,18,0.0,7,0.2573972313345593,86,44.831631768844794,3,6,10,3169,44,5,0.5063028161157821,10,0,11,341,68.2074493408854,21.05011644903835,1
2576,44,32.43450537480567,20,5,36,3.4242697298488407,49,0.31722645726394194,62,78.37217726398266,3,192,14,959,17,85,0.6044385492214893,15,1,27,166,56.88519889045344,87.78093581449232,5
2966,58,54.519520216871555,5,6,41,3.686668661860938,133,0.2701225510174249,72,63.19961206700024,10,342,15,145,31,8,0.6204648856150421,6,0,28,71,53.60732359664145,71.43018985737346,4
1996,28,49.48949114628605,6,7,42,3.015891826191218,194,0.01666627143145305,89,56.11045093139321,10,29,5,3129,2,88,0.3189892041934086,13,1,28,16,43.84430525694815,61.10109639128991,4
1202,6,15.526567555564114,23,1,30,4.362949752533719,174,0.38839559744238317,95,34.64362359099044,6,140,3,1022,40,45,2.238478397293421,9,0,5,348,49.62526278929263,43.33426168192237,2
1513,23,15.977846292760718,22,8,45,3.284071876533157,135,0.08735262781830513,5,72.3881924294847,4,484,15,2801,47,94,0.21478800974973433,19,0,3,94,27.92109270857416,91.28084443374406,5
1448,36,12.990912661233072,22,1,43,2.422385766684525,4,0.11635981809894462,92,69.45718279005898,0,204,4,947,34,25,1.363294665891566,2,-1,5,60,60.60437337921812,32.752706063297786,2
325,39,39.64441092554585,9,7,10,4.549172474272071,186,0.10318138911438922,61,61.09995893929065,5,142,4,3497,15,16,0.31765398378501486,6,0,17,102,61.01334172752616,27.94565089398277,1
2941,30,17.877363229735835,4,5,27,0.0,45,0.24232564383577498,30,77.96645871202034,7,13,12,572,32,77,1.1446910250774052,19,1,16,127,80.81441261529181,65.87908365002257,4
2196,74,34.88795336667367,10,2,32,3.507105627504772,37,0.2868743063381118,73,39.68474319091133,2,452,11,200,33,31,0.0,4,0,8,207,60.31702957419632,43.325122986150745,2
991,65,17.340535342974434,15,8,38,1.3711040237010785,71,0.1611598554570107,36,58.788108072275165,10,471,2,850,43,69,0.32286210831103856,7,1,26,166,48.49889260219008,81.03058706684337,5
2252,30,15.459489165211474,4,2,16,2.4401653319757575,96,0.11611267884780045,77,31.073807505127107,0,437,7,2159,8,27,0.8599375299943413,16,-1,23,328,61.975353063774655,28.538594330510964,1
2949,67,7.636255045203097,17,1,13,2.231936482540143,41,0.1735792892016495,18,50.88511510961078,1,301,8,2940,17,6,1.7464402326868576,0,-1,0,145,57.341408714160984,24.91334514219642,1
586,23,33.21116014132459,7,8,27,4.653555435780829,71,0.2892310935239747,9,58.93081910693258,5,136,7,2849,23,96,1.84150791742246,20,-1,0,48,59.613935602992015,54.676359406578555,3
948,36,30.53612327877156,19,7,8,2.692919643949766,181,0.0886406204290827,99,66.97614441743328,3,31,1,3559,10,43,1.5539566926580517,9,-1,13,229,58.4142518183835,21.83176134922345,1
1533,76,15.955243000228153,8,1,1,6.358159268646351,170,0.3654456254042073,3,72.75998850460932,0,34,9,2426,29,10,0.9773867283348026,0,-1,23,339,72.76858838454754,11.841174491973302,0
1295,27,19.086924339218033,20,3,50,4.842591009331878,146,0.28016591479005276,4,82.03582920088513,9,79,12,379,5,94,1.8099176998070035,10,-1,19,80,58.56436418331353,81.48887768915964,5
1527,3,5.256676734319061,20,3,25,0.05361239623119474,190,0.17231986438639835,5,68.71525074301822,0,412,12,184,29,38,1.700586847890111,2,-1,21,209,42.54910166981643,57.223649895991414,3
2281,16,33.220119968968696,7,2,10,3.6341728232038597,37,0.033402271184963805,78,92.55136091019943,0,78,12,1730,6,53,1.0038838357300968,15,0,8,362,76.07686217857417,12.913970874964921,0
1443,71,26.668582270590143,29,7,20,0.0,33,0.16597018916264528,24,75.84849315072327,5,412,5,230,36,81,0.7506370810299647,16,1,27,243,58.16085271705224,87.15930959312855,5
1964,52,5.0,20,8,30,1.7120986819672006,192,0.10204249077697476,16,75.66516191389134,6,405,13,3429,46,97,1.084944694404738,1,0,23,148,35.7591816781901,81.9459590835257,5
413,28,54.489419918488586,10,6,11,4.510121764567305,75,0.2168357657362603,85,73.46878754503882,2,461,7,2260,10,93,1.2614395406513124,10,-1,14,204,54.09936351122445,38.192345945865895,2
1511,74,35.14852966728962,7,5,3,0.9491106848881601,100,0.17646782297354396,85,66.01163487536822,3,147,6,1678,30,50,0.6895559545854184,18,-1,11,330,65.47201686887979,28.03934659006886,1
346,12,36.52190153507169,13,8,38,1.3996909036486822,0,0.22551946586712637,75,28.61383025890705,2,228,3,818,32,13,1.8403627507501557,2,-1,5,226,50.703235790116466,14.307292306339072,0
1548,63,33.58291423702123,26,8,35,0.0,122,0.22402185012761971,63,75.52700726772807,1,118,15,3117,3,49,1.4040254396278047,6,-1,4,283,51.6958001365949,26.354178618890266,1
924,26,5.0,15,7,41,3.1179793288695814,150,0.1112762870735133,98,43.05361041070228,4,456,7,2083,41,86,1.144714466009531,20,1,17,104,38.139246807232844,88.13089808284403,5
920,21,48.73277755244004,24,1,4,4.667668991342434,112,0.2006481329213117,71,26.4048555357083,3,73,6,3419,43,19,0.7258768759993742,3,1,16,267,50.742787379630386,26.354777203686385,1
2351,48,15.599288044100206,17,3,35,4.579072542147669,199,0.35861874425875084,95,67.06082532082438,1,165,2,1396,19,55,0.0,3,1,2,324,52.39239154990635,11.251995580495052,0
2974,24,26.368749568993564,30,1,49,0.4043502633651239,128,0.25582063808304883,67,75.65511165661057,9,375,15,432,35,79,0.0,10,0,14,254,39.172745664416546,86.53172048606493,5
1963,78,18.128893785138246,23,1,50,4.552397222932471,14,0.2705355742371505,40,59.75422856307435,1,148,1,3110,2,9,1.534892191425015,0,0,3,159,71.31789414208666,19.29680152313156,1
1624,39,31.8959488115119,20,2,15,2.2151626131545554,23,0.3344022406898156,44,56.58033440998918,6,261,10,3117,14,39,0.0,11,1,8,111,59.62840636063151,48.26022541871092,3
1699,31,21.42084407672334,12,6,17,2.894099124420613,81,0.284015959793323,88,50.855304919607235,1,40,11,2902,39,2,0.5882860728147019,2,0,24,139,55.60255692755198,42.35436913801361,2
251,68,57.67587380002512,21,8,36,2.9415422498784993,145,0.23996628094323708,18,59.17241820605248,2,328,12,966,5,34,1.30637455139769,19,1,17,191,43.985741964775904,86.75114103887312,5
2692,14,7.582413349853681,15,3,36,4.01309364116892,99,0.18222362925844124,6,64.42947591411823,2,81,15,1060,19,99,0.7815223479185723,15,1,25,183,45.44191096529506,81.69301262904386,5
2720,64,29.53180161132215,4,8,47,0.0,164,0.3242191936182467,3,39.751361164602315,2,293,6,3226,3,6,0.841681934334646,1,-1,22,120,47.26242006704194,26.319468863098933,1
218,58,16.925046781343354,28,2,7,3.4502150465578945,50,0.06545292104501232,91,81.87286838853382,3,130,14,835,14,95,0.16745037346705516,14,-1,19,54,59.26485609341407,84.19080718555537,5
765,16,53.49679734361039,12,6,31,2.7265632044029853,160,0.30707734929332414,22,43.55192081111191,3,460,9,2986,4,67,1.6017031711976535,17,1,20,181,57.623350234412854,94.68941433992131,5
1996,45,22.302114836101012,27,4,43,6.028974030545241,128,0.2036421276240336,18,33.697479785608735,4,446,3,2477,33,92,0.3377592210816458,2,0,3,336,39.59324210124462,57.09773034188329,3
1678,54,37.31583000132614,25,3,34,3.2723593725967293,112,0.28703841683763864,13,56.81878738029483,0,364,4,2047,48,92,1.7142279514330907,14,1,4,28,42.31670721643743,94.9120875330703,5
1761,56,41.37197104569699,9,7,9,3.4419101608909175,93,0.2719524434418134,61,47.901092160380045,9,425,4,1569,15,1,0.5857980591460952,18,-1,0,340,59.20327563121493,28.766192299254172,1
1588,72,21.01340323237848,11,1,34,2.462204077897018,104,0.1336324839500801,84,67.42592178944791,7,305,10,412,6,39,0.0,9,1,18,34,62.234630435081485,57.407579909125694,3
1373,35,23.452982747581032,6,1,8,5.440772703670383,80,0.29292049100938533,24,91.94636560001825,3,108,4,1255,13,58,0.29924528884055057,10,0,9,221,81.86419898533902,51.54251645527016,3
2512,1,56.62675294760156,29,5,22,2.1636089650900456,178,0.16170910374885544,98,60.301352076656926,3,139,2,2350,11,6,0.0,1,-1,1,262,46.44016906818866,13.798730439519247,0
2125,34,8.101748448639448,1,3,8,2.9122879672030546,136,0.12027526307667182,85,59.65282609295457,2,71,2,1557,8,8,1.3414303952129525,3,-1,10,227,71.15010605796776,11.047158091248896,0
486,76,29.886144463953126,27,5,44,3.5562535131452067,84,0.17057888759056675,85,71.79411670581264,7,131,11,1328,43,13,2.321424413414512,12,0,19,25,45.28842581314361,48.99293160272039,3
1872,7,36.453664743837535,10,2,17,1.9664599081706153,99,0.262070619473373,84,76.0074698608095,7,131,1,1101,31,59,2.2186097332564723,8,-1,13,170,68.07060520745242,53.05415724080478,3
2443,49,20.026346188479287,19,3,42,1.6865004972041984,191,0.2261878288545097,90,77.09939853246121,6,41,2,2087,12,1,0.0,9,0,2,234,66.21721010959145,13.07155998184288,0
1085,17,29.679803713941602,13,7,32,2.8224893777077673,81,0.2648625000140887,43,57.83703768812776,8,388,4,2565,40,87,0.9377295156884697,20,-1,22,300,54.702968365811685,49.61879030486888,3
722,14,38.324661188150955,11,2,20,4.482482646341112,146,0.27416616794886106,75,81.32923619667824,6,218,3,3113,16,31,0.0,1,0,12,285,66.56849533238133,23.007737829658982,1
2988,48,43.051511305597984,17,7,21,7.694422589593268,168,0.1827692822489451,29,54.13761795870815,0,94,14,2644,2,12,1.1373887194580439,2,1,11,201,47.53554521054678,25.92504845780612,1
979,3,55.00691814472436,4,8,5,0.0,78,0.16994165507431083,50,79.19976895438226,9,162,3,1861,45,8,0.35507763652398994,12,-1,19,271,66.75194084149665,13.4988313472493,0
2649,14,5.0,27,5,21,3.8064999197785765,161,0.2573947162128121,79,92.3199928964251,3,75,13,2927,7,52,0.8319059769569184,5,0,1,89,51.38036357237811,27.57669934324823,1
2169,35,80.56847580532168,14,4,16,3.6164550759059306,63,0.30546865396888256,65,59.886389053082475,2,125,4,2777,11,6,0.4370840287308225,10,0,8,57,67.32804655459215,29.43618229195902,1
243,64,40.48112671893265,13,7,17,1.4908141329658604,116,0.12155728992612819,79,64.10682540282616,3,46,7,39,15,32,2.221969472484102,19,-1,21,291,49.060563020414605,41.32838469213636,2
2184,67,18.77812471337119,13,4,45,4.754853643189,168,0.10155416766301907,31,79.01251539850267,3,305,15,1454,15,99,2.334580741799087,16,0,8,221,45.13723772172209,86.12081375685466,5
2488,40,16.152855358114458,16,8,32,0.0,142,0.26005834611662626,69,34.71203302263531,0,192,10,1956,7,8,0.7886611704617862,14,0,9,169,49.621992197358495,43.75735101841623,2
